rt,responses,trial_type,time_elapsed,stimulus,cities,city_images,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,missedtrial,condition,specific_pairs,imgL_ID,imgR_ID,linedress,linedressed,image_position,unknowncity,testedstates,currentstate,otherstate,problems,smooth,distraction,strategies,easier,similar,comments,Unnamed: 40,Unnamed: 41,city_type,detectfocus,partid,age
,,html-keyboard-response,2998874,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
2452.9,,directmemory_phase,3001459,../static/images/US_Cities_List/nat_racine.png,,,,,49.0,,,0.0,0.428571429,../static/images/US_Cities_List/nat_newhope.png,../static/images/US_Cities_List/mm_boulder.png,../static/images/US_Cities_List/mm_carmel.png,../static/images/US_Cities_List/mm_carmel.png,../static/images/US_Cities_List/mm_boulder.png,../static/images/US_Cities_List/nat_newhope.png,0.5,closer,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3002475,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
1301.0,,directmemory_phase,3003897,../static/images/US_Cities_List/nat_cornwall.png,,,,,50.0,,,0.0,0.375,../static/images/US_Cities_List/nat_hanover.png,../static/images/US_Cities_List/mm_hotsprings.png,../static/images/US_Cities_List/mm_leesburg.png,../static/images/US_Cities_List/nat_hanover.png,../static/images/US_Cities_List/mm_leesburg.png,../static/images/US_Cities_List/mm_hotsprings.png,0.5,closer,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3004913,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
374.0,,directmemory_phase,3005431,../static/images/US_Cities_List/nat_newhope.png,,,,,51.0,,,1.0,0.444444444,../static/images/US_Cities_List/nat_cornwall.png,../static/images/US_Cities_List/mm_boulder.png,../static/images/US_Cities_List/mm_hotsprings.png,../static/images/US_Cities_List/mm_hotsprings.png,../static/images/US_Cities_List/mm_boulder.png,../static/images/US_Cities_List/nat_cornwall.png,1.0,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3006447,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
264.3,,directmemory_phase,3006849,../static/images/US_Cities_List/mm_carmel.png,,,,,49.0,,,0.0,0.4,../static/images/US_Cities_List/nat_peoria.png,../static/images/US_Cities_List/nat_gatlinburg.png,../static/images/US_Cities_List/nat_racine.png,../static/images/US_Cities_List/nat_racine.png,../static/images/US_Cities_List/nat_gatlinburg.png,../static/images/US_Cities_List/nat_peoria.png,0.5,closer,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3007867,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
293.4,,directmemory_phase,3008286,../static/images/US_Cities_List/nat_huntsville.png,,,,,50.0,,,0.0,0.363636364,../static/images/US_Cities_List/mm_boulder.png,../static/images/US_Cities_List/mm_shreveport.png,../static/images/US_Cities_List/nat_peoria.png,../static/images/US_Cities_List/nat_peoria.png,../static/images/US_Cities_List/mm_shreveport.png,../static/images/US_Cities_List/mm_boulder.png,0.5,closer,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3009300,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
158.4,,directmemory_phase,3009581,../static/images/US_Cities_List/mm_hotsprings.png,,,,,51.0,,,0.0,0.333333333,../static/images/US_Cities_List/mm_carmel.png,../static/images/US_Cities_List/nat_cornwall.png,../static/images/US_Cities_List/mm_boulder.png,../static/images/US_Cities_List/mm_carmel.png,../static/images/US_Cities_List/mm_boulder.png,../static/images/US_Cities_List/nat_cornwall.png,0.5,closer,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3010588,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
127.2,,directmemory_phase,3010836,../static/images/US_Cities_List/mm_leesburg.png,,,,,49.0,,,0.0,0.307692308,../static/images/US_Cities_List/nat_cornwall.png,../static/images/US_Cities_List/nat_peoria.png,../static/images/US_Cities_List/nat_racine.png,../static/images/US_Cities_List/nat_peoria.png,../static/images/US_Cities_List/nat_cornwall.png,../static/images/US_Cities_List/nat_racine.png,0.5,closer,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3011845,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
108.2,,directmemory_phase,3012144,../static/images/US_Cities_List/mm_westpalmbeach.png,,,,,51.0,,,0.0,0.285714286,../static/images/US_Cities_List/nat_huntsville.png,../static/images/US_Cities_List/nat_cornwall.png,../static/images/US_Cities_List/mm_leesburg.png,../static/images/US_Cities_List/nat_huntsville.png,../static/images/US_Cities_List/mm_leesburg.png,../static/images/US_Cities_List/nat_cornwall.png,0.5,closer,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3013152,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
92.7,,directmemory_phase,3013377,../static/images/US_Cities_List/nat_newhope.png,,,,,49.0,,,0.0,0.266666667,../static/images/US_Cities_List/nat_cornwall.png,../static/images/US_Cities_List/nat_peoria.png,../static/images/US_Cities_List/mm_leesburg.png,../static/images/US_Cities_List/mm_leesburg.png,../static/images/US_Cities_List/nat_peoria.png,../static/images/US_Cities_List/nat_cornwall.png,0.5,closer,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3014384,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
6.600000001,,directmemory_phase,3014527,../static/images/US_Cities_List/nat_hanover.png,,,,,50.0,,,0.0,0.25,../static/images/US_Cities_List/mm_carmel.png,../static/images/US_Cities_List/nat_newhope.png,../static/images/US_Cities_List/nat_cornwall.png,../static/images/US_Cities_List/nat_cornwall.png,../static/images/US_Cities_List/nat_newhope.png,../static/images/US_Cities_List/mm_carmel.png,0.5,closer,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3015533,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
572.5,,directmemory_phase,3016252,../static/images/US_Cities_List/nat_huntsville.png,,,,,50.0,,,0.0,0.235294118,../static/images/US_Cities_List/mm_boulder.png,../static/images/US_Cities_List/mm_shreveport.png,../static/images/US_Cities_List/mm_leesburg.png,../static/images/US_Cities_List/mm_leesburg.png,../static/images/US_Cities_List/mm_shreveport.png,../static/images/US_Cities_List/mm_boulder.png,0.5,closer,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3017280,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
266.0,,directmemory_phase,3017691,../static/images/US_Cities_List/mm_shreveport.png,,,,,51.0,,,1.0,0.277777778,../static/images/US_Cities_List/nat_hanover.png,../static/images/US_Cities_List/mm_carmel.png,../static/images/US_Cities_List/mm_boulder.png,../static/images/US_Cities_List/mm_boulder.png,../static/images/US_Cities_List/mm_carmel.png,../static/images/US_Cities_List/nat_hanover.png,1.0,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3018705,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
291.6,,directmemory_phase,3019173,../static/images/US_Cities_List/mm_leesburg.png,,,,,49.0,,,1.0,0.315789474,../static/images/US_Cities_List/nat_hanover.png,../static/images/US_Cities_List/nat_gatlinburg.png,../static/images/US_Cities_List/mm_westpalmbeach.png,../static/images/US_Cities_List/nat_hanover.png,../static/images/US_Cities_List/mm_westpalmbeach.png,../static/images/US_Cities_List/nat_gatlinburg.png,1.0,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3020191,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
109.6,,directmemory_phase,3020453,../static/images/US_Cities_List/mm_shreveport.png,,,,,51.0,,,0.0,0.3,../static/images/US_Cities_List/mm_hotsprings.png,../static/images/US_Cities_List/nat_peoria.png,../static/images/US_Cities_List/nat_hanover.png,../static/images/US_Cities_List/nat_peoria.png,../static/images/US_Cities_List/mm_hotsprings.png,../static/images/US_Cities_List/nat_hanover.png,0.5,closer,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3021461,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
0.200000003,,directmemory_phase,3021616,../static/images/US_Cities_List/mm_leesburg.png,,,,,50.0,,,1.0,0.333333333,../static/images/US_Cities_List/nat_cornwall.png,../static/images/US_Cities_List/nat_huntsville.png,../static/images/US_Cities_List/nat_racine.png,../static/images/US_Cities_List/nat_huntsville.png,../static/images/US_Cities_List/nat_cornwall.png,../static/images/US_Cities_List/nat_racine.png,1.0,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3022624,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
382.1,,directmemory_phase,3023130,../static/images/US_Cities_List/mm_carmel.png,,,,,50.0,,,1.0,0.363636364,../static/images/US_Cities_List/mm_shreveport.png,../static/images/US_Cities_List/mm_hotsprings.png,../static/images/US_Cities_List/nat_hanover.png,../static/images/US_Cities_List/mm_hotsprings.png,../static/images/US_Cities_List/mm_shreveport.png,../static/images/US_Cities_List/nat_hanover.png,1.0,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3024155,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
370.6,,directmemory_phase,3024661,../static/images/US_Cities_List/nat_peoria.png,,,,,50.0,,,1.0,0.391304348,../static/images/US_Cities_List/nat_newhope.png,../static/images/US_Cities_List/mm_leesburg.png,../static/images/US_Cities_List/nat_cornwall.png,../static/images/US_Cities_List/mm_leesburg.png,../static/images/US_Cities_List/nat_newhope.png,../static/images/US_Cities_List/nat_cornwall.png,1.0,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3025676,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
366.8,,directmemory_phase,3026176,../static/images/US_Cities_List/mm_carmel.png,,,,,51.0,,,1.0,0.416666667,../static/images/US_Cities_List/mm_leesburg.png,../static/images/US_Cities_List/nat_gatlinburg.png,../static/images/US_Cities_List/mm_boulder.png,../static/images/US_Cities_List/mm_boulder.png,../static/images/US_Cities_List/nat_gatlinburg.png,../static/images/US_Cities_List/mm_leesburg.png,1.0,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3027187,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
482.8,,directmemory_phase,3027806,../static/images/US_Cities_List/nat_peoria.png,,,,,51.0,,,1.0,0.44,../static/images/US_Cities_List/nat_cornwall.png,../static/images/US_Cities_List/nat_hanover.png,../static/images/US_Cities_List/nat_huntsville.png,../static/images/US_Cities_List/nat_huntsville.png,../static/images/US_Cities_List/nat_hanover.png,../static/images/US_Cities_List/nat_cornwall.png,1.0,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3028822,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
1691.0,,directmemory_phase,3030655,../static/images/US_Cities_List/mm_boulder.png,,,,,51.0,,,0.0,0.423076923,../static/images/US_Cities_List/nat_newhope.png,../static/images/US_Cities_List/mm_shreveport.png,../static/images/US_Cities_List/nat_huntsville.png,../static/images/US_Cities_List/mm_shreveport.png,../static/images/US_Cities_List/nat_newhope.png,../static/images/US_Cities_List/nat_huntsville.png,0.5,closer,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3031671,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
1519.2,,directmemory_phase,3033332,../static/images/US_Cities_List/nat_huntsville.png,,,,,51.0,,,0.0,0.407407407,../static/images/US_Cities_List/mm_shreveport.png,../static/images/US_Cities_List/nat_hanover.png,../static/images/US_Cities_List/mm_carmel.png,../static/images/US_Cities_List/nat_hanover.png,../static/images/US_Cities_List/mm_shreveport.png,../static/images/US_Cities_List/mm_carmel.png,0.5,closer,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3034348,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
3266.4,,directmemory_phase,3037759,../static/images/US_Cities_List/mm_shreveport.png,,,,,49.0,,,0.0,0.392857143,../static/images/US_Cities_List/mm_hotsprings.png,../static/images/US_Cities_List/nat_newhope.png,../static/images/US_Cities_List/nat_hanover.png,../static/images/US_Cities_List/nat_newhope.png,../static/images/US_Cities_List/mm_hotsprings.png,../static/images/US_Cities_List/nat_hanover.png,0.5,closer,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3038775,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
887.0,,directmemory_phase,3039784,../static/images/US_Cities_List/mm_boulder.png,,,,,51.0,,,1.0,0.413793103,../static/images/US_Cities_List/mm_leesburg.png,../static/images/US_Cities_List/mm_hotsprings.png,../static/images/US_Cities_List/nat_gatlinburg.png,../static/images/US_Cities_List/nat_gatlinburg.png,../static/images/US_Cities_List/mm_hotsprings.png,../static/images/US_Cities_List/mm_leesburg.png,1.0,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3040799,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
673.4,,directmemory_phase,3041601,../static/images/US_Cities_List/mm_hotsprings.png,,,,,50.0,,,0.0,0.4,../static/images/US_Cities_List/nat_peoria.png,../static/images/US_Cities_List/nat_racine.png,../static/images/US_Cities_List/nat_newhope.png,../static/images/US_Cities_List/nat_newhope.png,../static/images/US_Cities_List/nat_racine.png,../static/images/US_Cities_List/nat_peoria.png,0.5,closer,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3042607,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
2003.4,,directmemory_phase,3044614,,,,,,51.0,,,1.0,0.419354839,,,,,,,0.5,closer,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3045619,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
2158.0,,directmemory_phase,3047780,,,,,,50.0,,,1.0,0.4375,,,,,,,0.5,closer,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3048787,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
22349.3,,intro_1,3071140,instruct,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
13971.5,,intro_2,3085117,instruct,,,1.0,Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
7557.5,,intro_3,3092680,instruct,,,1.0,Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
13727.6,,intro_4,3106414,instruct,,,1.0,Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
12855.3,,intro_5,3119274,instruct,,,1.0,Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
8061.5,,intro_6,3127341,instruct,,,1.0,Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
6147.2,,intro_7,3133494,instruct,,,1.0,Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
13022.5,,intro_8,3146522,instruct,,,1.0,Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
61492.0,,intro_9,3208021,instruct,,,1.0,Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
5060.7,,intro_10,3213087,instruct,,,1.0,Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
18866.4,,intro_11,3231959,instruct,,,1.0,Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
3531.3,,shortestpath_phase,3235601,../static/images/US_Cities_List/nat_gatlinburg.png,,,,,49.0,../static/images/US_Cities_List/mm_leesburg.png,../static/images/US_Cities_List/nat_peoria.png,0.0,0.0,,,,../static/images/US_Cities_List/nat_peoria.png,,,,,One Edge Diff,Three Edge Four Edge,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3236612,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
3679.1,,shortestpath_phase,3240409,../static/images/US_Cities_List/nat_racine.png,,,,,49.0,../static/images/US_Cities_List/mm_westpalmbeach.png,../static/images/US_Cities_List/nat_hanover.png,0.0,0.0,,,,../static/images/US_Cities_List/nat_hanover.png,,,,,One Edge Diff,Five Edge Six Edge,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3241422,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
4422.9,,shortestpath_phase,3245972,../static/images/US_Cities_List/mm_westpalmbeach.png,,,,,49.0,../static/images/US_Cities_List/mm_hotsprings.png,../static/images/US_Cities_List/nat_peoria.png,0.0,0.0,,,,../static/images/US_Cities_List/nat_peoria.png,,,,,Two Edge Diff,Two Edge Four Edge,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3246985,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
2584.1,,shortestpath_phase,3249679,../static/images/US_Cities_List/mm_carmel.png,,,,,50.0,../static/images/US_Cities_List/nat_cornwall.png,../static/images/US_Cities_List/mm_leesburg.png,1.0,0.25,,,,../static/images/US_Cities_List/mm_leesburg.png,,,,,Two Edge Diff,Three Edge Five Edge,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3250693,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
3185.6,,shortestpath_phase,3254007,../static/images/US_Cities_List/nat_cornwall.png,,,,,49.0,../static/images/US_Cities_List/mm_shreveport.png,../static/images/US_Cities_List/nat_racine.png,1.0,0.4,,,,../static/images/US_Cities_List/mm_shreveport.png,,,,,Two Edge Diff,Four Edge Six Edge,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3255018,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
4614.2,,shortestpath_phase,3259748,../static/images/US_Cities_List/nat_racine.png,,,,,49.0,../static/images/US_Cities_List/nat_hanover.png,../static/images/US_Cities_List/nat_cornwall.png,1.0,0.5,,,,../static/images/US_Cities_List/nat_hanover.png,,,,,One Edge Diff,Five Edge Six Edge,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3260761,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
5363.7,,shortestpath_phase,3266284,../static/images/US_Cities_List/nat_cornwall.png,,,,,50.0,../static/images/US_Cities_List/mm_hotsprings.png,../static/images/US_Cities_List/nat_racine.png,0.0,0.428571429,,,,../static/images/US_Cities_List/mm_hotsprings.png,,,,,Two Edge Diff,Four Edge Six Edge,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3267295,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
4615.1,,shortestpath_phase,3272060,../static/images/US_Cities_List/nat_peoria.png,,,,,49.0,../static/images/US_Cities_List/nat_hanover.png,../static/images/US_Cities_List/nat_gatlinburg.png,1.0,0.5,,,,../static/images/US_Cities_List/nat_hanover.png,,,,,One Edge Diff,Two Edge Three Edge,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3273075,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
574.6,,shortestpath_phase,3273777,../static/images/US_Cities_List/nat_racine.png,,,,,50.0,../static/images/US_Cities_List/mm_westpalmbeach.png,../static/images/US_Cities_List/nat_huntsville.png,1.0,0.555555556,,,,../static/images/US_Cities_List/nat_huntsville.png,,,,,One Edge Diff,Five Edge Six Edge,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3274793,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
392.4,,shortestpath_phase,3275315,../static/images/US_Cities_List/nat_gatlinburg.png,,,,,49.0,../static/images/US_Cities_List/nat_hanover.png,../static/images/US_Cities_List/mm_carmel.png,0.0,0.5,,,,../static/images/US_Cities_List/mm_carmel.png,,,,,Three Edge Diff,Three Edge Six Edge,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3276329,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
408.6,,shortestpath_phase,3276810,../static/images/US_Cities_List/nat_cornwall.png,,,,,50.0,../static/images/US_Cities_List/nat_gatlinburg.png,../static/images/US_Cities_List/mm_boulder.png,1.0,0.545454545,,,,../static/images/US_Cities_List/mm_boulder.png,,,,,One Edge Diff,Five Edge Six Edge,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3277824,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
293.7,,shortestpath_phase,3278226,../static/images/US_Cities_List/nat_racine.png,,,,,49.0,../static/images/US_Cities_List/mm_leesburg.png,../static/images/US_Cities_List/mm_westpalmbeach.png,1.0,0.583333333,,,,../static/images/US_Cities_List/mm_leesburg.png,,,,,Two Edge Diff,Four Edge Six Edge,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3279242,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
5.5,,shortestpath_phase,3279374,../static/images/US_Cities_List/mm_westpalmbeach.png,,,,,50.0,../static/images/US_Cities_List/nat_racine.png,../static/images/US_Cities_List/nat_hanover.png,1.0,0.615384615,,,,../static/images/US_Cities_List/nat_hanover.png,,,,,Four Edge Diff,Two Edge Six Edge,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3280379,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
620.0,,shortestpath_phase,3281114,../static/images/US_Cities_List/mm_boulder.png,,,,,49.0,../static/images/US_Cities_List/nat_newhope.png,../static/images/US_Cities_List/nat_cornwall.png,1.0,0.642857143,,,,../static/images/US_Cities_List/nat_newhope.png,,,,,Three Edge Diff,Two Edge Five Edge,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3282126,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
531.0,,shortestpath_phase,3282776,../static/images/US_Cities_List/nat_gatlinburg.png,,,,,50.0,../static/images/US_Cities_List/nat_huntsville.png,../static/images/US_Cities_List/mm_hotsprings.png,1.0,0.666666667,,,,../static/images/US_Cities_List/mm_hotsprings.png,,,,,One Edge Diff,Three Edge Four Edge,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3283789,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
478.0,,shortestpath_phase,3284402,../static/images/US_Cities_List/nat_cornwall.png,,,,,49.0,../static/images/US_Cities_List/mm_carmel.png,../static/images/US_Cities_List/nat_huntsville.png,0.0,0.625,,,,../static/images/US_Cities_List/nat_huntsville.png,,,,,Three Edge Diff,Two Edge Five Edge,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,html-keyboard-response,3285420,<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
435.6,,shortestpath_phase,3285971,../static/images/US_Cities_List/nat_gatlinburg.png,,,,,50.0,../static/images/US_Cities_List/nat_peoria.png,../static/images/US_Cities_List/mm_shreveport.png,1.0,0.647058824,,,,../static/images/US_Cities_List/mm_shreveport.png,,,,,One Edge Diff,Two Edge Three Edge,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
