rt,trial_type,stimulus,key_press,stimulus_left,stimulus_right,accuracy,stimulus_correct,condition,specific_pairs,partid,age
1458.7000000476835,shortestpath_phase,GW/barrel.jpg,49.0,GW/soldier.jpg,GW/teeth.jpg,0.0,GW/teeth.jpg,One Edge Diff,Two Edge Three Edge,6550de88683355a74699844c,young
2093.0,shortestpath_phase,GW/globe.jpg,49.0,GW/snail.jpg,GW/camera.jpg,1.0,GW/snail.jpg,Two Edge Diff,Four Edge Six Edge,6550de88683355a74699844c,young
1432.899999976158,shortestpath_phase,GW/wheelchair.jpg,49.0,GW/teeth.jpg,GW/barrel.jpg,0.0,GW/barrel.jpg,One Edge Diff,Two Edge Three Edge,6550de88683355a74699844c,young
2095.2000000476837,shortestpath_phase,GW/snail.jpg,49.0,GW/teeth.jpg,GW/globe.jpg,1.0,GW/teeth.jpg,One Edge Diff,Three Edge Four Edge,6550de88683355a74699844c,young
2321.600000023842,shortestpath_phase,GW/wheelchair.jpg,49.0,GW/gong.jpg,GW/jukebox.jpg,1.0,GW/gong.jpg,One Edge Diff,Four Edge Five Edge,6550de88683355a74699844c,young
2152.8000000715256,shortestpath_phase,GW/teeth.jpg,49.0,GW/soldier.jpg,GW/jukebox.jpg,0.0,GW/jukebox.jpg,Two Edge Diff,Two Edge Four Edge,6550de88683355a74699844c,young
2375.600000023842,shortestpath_phase,GW/camera.jpg,50.0,GW/globe.jpg,GW/paint.jpg,1.0,GW/paint.jpg,Four Edge Diff,Two Edge Six Edge,6550de88683355a74699844c,young
1074.8000000715256,shortestpath_phase,GW/soldier.jpg,50.0,GW/teeth.jpg,GW/gong.jpg,0.0,GW/teeth.jpg,One Edge Diff,Four Edge Five Edge,6550de88683355a74699844c,young
1227.7999999523165,shortestpath_phase,GW/dustpan.jpg,50.0,GW/paint.jpg,GW/basket.jpg,0.0,GW/paint.jpg,One Edge Diff,Three Edge Four Edge,6550de88683355a74699844c,young
1133.5999999046326,shortestpath_phase,GW/jukebox.jpg,49.0,GW/snail.jpg,GW/teeth.jpg,0.0,GW/teeth.jpg,Two Edge Diff,Two Edge Four Edge,6550de88683355a74699844c,young
3146.899999976158,shortestpath_phase,GW/soldier.jpg,49.0,GW/basket.jpg,GW/dustpan.jpg,1.0,GW/basket.jpg,Three Edge Diff,Three Edge Six Edge,6550de88683355a74699844c,young
2497.899999976158,shortestpath_phase,GW/globe.jpg,49.0,GW/paint.jpg,GW/camera.jpg,1.0,GW/paint.jpg,Two Edge Diff,Four Edge Six Edge,6550de88683355a74699844c,young
934.3000000715256,shortestpath_phase,GW/dustpan.jpg,49.0,GW/soldier.jpg,GW/jukebox.jpg,0.0,GW/jukebox.jpg,Three Edge Diff,Two Edge Five Edge,6550de88683355a74699844c,young
1727.399999976158,shortestpath_phase,GW/basket.jpg,50.0,GW/globe.jpg,GW/snail.jpg,1.0,GW/snail.jpg,Three Edge Diff,Two Edge Five Edge,6550de88683355a74699844c,young
999.6999999284744,shortestpath_phase,GW/gong.jpg,49.0,GW/soldier.jpg,GW/camera.jpg,0.0,GW/camera.jpg,One Edge Diff,Four Edge Five Edge,6550de88683355a74699844c,young
1079.399999976158,shortestpath_phase,GW/wheelchair.jpg,50.0,GW/barrel.jpg,GW/gong.jpg,0.0,GW/barrel.jpg,Two Edge Diff,Two Edge Four Edge,6550de88683355a74699844c,young
923.5,shortestpath_phase,GW/jukebox.jpg,50.0,GW/teeth.jpg,GW/soldier.jpg,0.0,GW/teeth.jpg,Four Edge Diff,Two Edge Six Edge,6550de88683355a74699844c,young
1341.5,shortestpath_phase,GW/gong.jpg,49.0,GW/snail.jpg,GW/globe.jpg,0.0,GW/globe.jpg,One Edge Diff,Two Edge Three Edge,6550de88683355a74699844c,young
1322.0,shortestpath_phase,GW/wheelchair.jpg,49.0,GW/teeth.jpg,GW/jukebox.jpg,1.0,GW/teeth.jpg,Two Edge Diff,Three Edge Five Edge,6550de88683355a74699844c,young
1088.899999976158,shortestpath_phase,GW/camera.jpg,49.0,GW/globe.jpg,GW/jukebox.jpg,0.0,GW/jukebox.jpg,One Edge Diff,Five Edge Six Edge,6550de88683355a74699844c,young
1111.5,shortestpath_phase,GW/wheelchair.jpg,50.0,GW/globe.jpg,GW/hat.jpg,1.0,GW/hat.jpg,Two Edge Diff,Three Edge Five Edge,6550de88683355a74699844c,young
1419.899999976158,shortestpath_phase,GW/jukebox.jpg,49.0,GW/basket.jpg,GW/soldier.jpg,1.0,GW/basket.jpg,Two Edge Diff,Four Edge Six Edge,6550de88683355a74699844c,young
1058.600000023842,shortestpath_phase,GW/wheelchair.jpg,49.0,GW/gong.jpg,GW/camera.jpg,0.0,GW/camera.jpg,Two Edge Diff,Two Edge Four Edge,6550de88683355a74699844c,young
1372.3000000715256,shortestpath_phase,GW/dustpan.jpg,49.0,GW/barrel.jpg,GW/camera.jpg,1.0,GW/barrel.jpg,Three Edge Diff,Two Edge Five Edge,6550de88683355a74699844c,young
2182.6999999284744,shortestpath_phase,GW/wheelchair.jpg,50.0,GW/camera.jpg,GW/dustpan.jpg,0.0,GW/camera.jpg,Two Edge Diff,Two Edge Four Edge,6550de88683355a74699844c,young
858.2999999523163,shortestpath_phase,GW/dustpan.jpg,50.0,GW/teeth.jpg,GW/camera.jpg,0.0,GW/teeth.jpg,Three Edge Diff,Two Edge Five Edge,6550de88683355a74699844c,young
1095.5,shortestpath_phase,GW/basket.jpg,50.0,GW/jukebox.jpg,GW/hat.jpg,1.0,GW/hat.jpg,One Edge Diff,Three Edge Four Edge,6550de88683355a74699844c,young
1290.0999999046326,shortestpath_phase,GW/globe.jpg,49.0,GW/wheelchair.jpg,GW/camera.jpg,1.0,GW/wheelchair.jpg,One Edge Diff,Five Edge Six Edge,6550de88683355a74699844c,young
1000.0,shortestpath_phase,GW/soldier.jpg,49.0,GW/jukebox.jpg,GW/hat.jpg,0.0,GW/hat.jpg,Two Edge Diff,Four Edge Six Edge,6550de88683355a74699844c,young
1313.1999999284744,shortestpath_phase,GW/basket.jpg,49.0,GW/globe.jpg,GW/dustpan.jpg,0.0,GW/dustpan.jpg,One Edge Diff,Four Edge Five Edge,6550de88683355a74699844c,young
1363.0,shortestpath_phase,GW/hat.jpg,50.0,GW/soldier.jpg,GW/wheelchair.jpg,1.0,GW/wheelchair.jpg,One Edge Diff,Three Edge Four Edge,6550de88683355a74699844c,young
1117.2000000476835,shortestpath_phase,GW/basket.jpg,50.0,GW/gong.jpg,GW/teeth.jpg,1.0,GW/teeth.jpg,One Edge Diff,Two Edge Three Edge,6550de88683355a74699844c,young
926.8000000715256,shortestpath_phase,GW/snail.jpg,49.0,GW/teeth.jpg,GW/hat.jpg,0.0,GW/hat.jpg,One Edge Diff,Two Edge Three Edge,6550de88683355a74699844c,young
1204.0,shortestpath_phase,GW/barrel.jpg,50.0,GW/camera.jpg,GW/teeth.jpg,1.0,GW/teeth.jpg,One Edge Diff,Two Edge Three Edge,6550de88683355a74699844c,young
3773.0,shortestpath_phase,GW/snail.jpg,49.0,GW/soldier.jpg,GW/dustpan.jpg,1.0,GW/soldier.jpg,One Edge Diff,Two Edge Three Edge,6550de88683355a74699844c,young
996.399999976158,shortestpath_phase,GW/paint.jpg,49.0,GW/globe.jpg,GW/dustpan.jpg,0.0,GW/dustpan.jpg,One Edge Diff,Three Edge Four Edge,6550de88683355a74699844c,young
2394.7000000476837,shortestpath_phase,GW/camera.jpg,50.0,GW/dustpan.jpg,GW/barrel.jpg,1.0,GW/barrel.jpg,Two Edge Diff,Three Edge Five Edge,6550de88683355a74699844c,young
1640.899999976158,shortestpath_phase,GW/gong.jpg,49.0,GW/soldier.jpg,GW/paint.jpg,0.0,GW/paint.jpg,Three Edge Diff,Two Edge Five Edge,6550de88683355a74699844c,young
1081.399999976158,shortestpath_phase,GW/basket.jpg,50.0,GW/barrel.jpg,GW/jukebox.jpg,0.0,GW/barrel.jpg,Two Edge Diff,Two Edge Four Edge,6550de88683355a74699844c,young
3932.599999904633,shortestpath_phase,GW/wheelchair.jpg,50.0,GW/camera.jpg,GW/teeth.jpg,0.0,GW/camera.jpg,One Edge Diff,Two Edge Three Edge,6550de88683355a74699844c,young
1414.5,shortestpath_phase,GW/soldier.jpg,50.0,GW/barrel.jpg,GW/gong.jpg,0.0,GW/barrel.jpg,Two Edge Diff,Three Edge Five Edge,6550de88683355a74699844c,young
1302.399999976158,shortestpath_phase,GW/dustpan.jpg,50.0,GW/basket.jpg,GW/jukebox.jpg,1.0,GW/jukebox.jpg,Two Edge Diff,Two Edge Four Edge,6550de88683355a74699844c,young
1623.0,shortestpath_phase,GW/globe.jpg,50.0,GW/basket.jpg,GW/soldier.jpg,0.0,GW/basket.jpg,One Edge Diff,Five Edge Six Edge,6550de88683355a74699844c,young
1773.7000000476835,shortestpath_phase,GW/camera.jpg,50.0,GW/wheelchair.jpg,GW/globe.jpg,0.0,GW/wheelchair.jpg,Four Edge Diff,Two Edge Six Edge,6550de88683355a74699844c,young
2602.2000000476837,shortestpath_phase,GW/dustpan.jpg,49.0,GW/barrel.jpg,GW/camera.jpg,1.0,GW/barrel.jpg,Three Edge Diff,Three Edge Six Edge,6550de88683355a74699844c,young
2064.0,shortestpath_phase,GW/camera.jpg,49.0,GW/jukebox.jpg,GW/paint.jpg,0.0,GW/paint.jpg,Three Edge Diff,Three Edge Six Edge,6550de88683355a74699844c,young
1634.5999999046326,shortestpath_phase,GW/dustpan.jpg,49.0,GW/teeth.jpg,GW/basket.jpg,1.0,GW/teeth.jpg,Two Edge Diff,Two Edge Four Edge,6550de88683355a74699844c,young
1910.2999999523165,shortestpath_phase,GW/soldier.jpg,49.0,GW/jukebox.jpg,GW/snail.jpg,0.0,GW/snail.jpg,Four Edge Diff,Two Edge Six Edge,6550de88683355a74699844c,young
1461.399999976158,shortestpath_phase,GW/globe.jpg,49.0,GW/gong.jpg,GW/soldier.jpg,1.0,GW/gong.jpg,Four Edge Diff,Two Edge Six Edge,6550de88683355a74699844c,young
1188.0,shortestpath_phase,GW/camera.jpg,50.0,GW/dustpan.jpg,GW/teeth.jpg,1.0,GW/teeth.jpg,Two Edge Diff,Three Edge Five Edge,6550de88683355a74699844c,young
1732.899999976158,shortestpath_phase,GW/jukebox.jpg,49.0,GW/camera.jpg,GW/dustpan.jpg,0.0,GW/dustpan.jpg,Three Edge Diff,Three Edge Six Edge,6550de88683355a74699844c,young
1202.2000000476835,shortestpath_phase,GW/gong.jpg,50.0,GW/barrel.jpg,GW/wheelchair.jpg,0.0,GW/barrel.jpg,Two Edge Diff,Two Edge Four Edge,6550de88683355a74699844c,young
1699.7000000476835,shortestpath_phase,GW/soldier.jpg,49.0,GW/gong.jpg,GW/camera.jpg,0.0,GW/camera.jpg,Two Edge Diff,Three Edge Five Edge,6550de88683355a74699844c,young
1596.899999976158,shortestpath_phase,GW/dustpan.jpg,50.0,GW/soldier.jpg,GW/jukebox.jpg,1.0,GW/jukebox.jpg,Three Edge Diff,Three Edge Six Edge,6550de88683355a74699844c,young
2644.399999976158,shortestpath_phase,GW/basket.jpg,49.0,GW/dustpan.jpg,GW/hat.jpg,0.0,GW/hat.jpg,One Edge Diff,Three Edge Four Edge,6550de88683355a74699844c,young
2387.100000023842,shortestpath_phase,GW/soldier.jpg,50.0,GW/dustpan.jpg,GW/globe.jpg,0.0,GW/dustpan.jpg,One Edge Diff,Five Edge Six Edge,6550de88683355a74699844c,young
2080.7000000476837,shortestpath_phase,GW/wheelchair.jpg,49.0,GW/globe.jpg,GW/camera.jpg,0.0,GW/camera.jpg,Three Edge Diff,Two Edge Five Edge,6550de88683355a74699844c,young
1569.6999999284744,shortestpath_phase,GW/soldier.jpg,49.0,GW/gong.jpg,GW/basket.jpg,0.0,GW/basket.jpg,Three Edge Diff,Two Edge Five Edge,6550de88683355a74699844c,young
1283.7999999523165,shortestpath_phase,GW/wheelchair.jpg,49.0,GW/globe.jpg,GW/teeth.jpg,0.0,GW/teeth.jpg,Two Edge Diff,Three Edge Five Edge,6550de88683355a74699844c,young
1384.899999976158,shortestpath_phase,GW/camera.jpg,49.0,GW/soldier.jpg,GW/dustpan.jpg,1.0,GW/soldier.jpg,Two Edge Diff,Three Edge Five Edge,6550de88683355a74699844c,young
3205.100000023842,shortestpath_phase,GW/wheelchair.jpg,49.0,GW/barrel.jpg,GW/dustpan.jpg,1.0,GW/barrel.jpg,Two Edge Diff,Two Edge Four Edge,6550de88683355a74699844c,young
1143.2000000476835,shortestpath_phase,GW/globe.jpg,50.0,GW/hat.jpg,GW/wheelchair.jpg,0.0,GW/hat.jpg,Three Edge Diff,Three Edge Six Edge,6550de88683355a74699844c,young
1546.6999999284744,shortestpath_phase,GW/soldier.jpg,50.0,GW/globe.jpg,GW/basket.jpg,1.0,GW/basket.jpg,Four Edge Diff,Two Edge Six Edge,6550de88683355a74699844c,young
2047.7000000476835,shortestpath_phase,GW/globe.jpg,49.0,GW/soldier.jpg,GW/hat.jpg,0.0,GW/hat.jpg,Four Edge Diff,Two Edge Six Edge,6550de88683355a74699844c,young
3314.400000095367,shortestpath_phase,GW/teeth.jpg,50.0,GW/jukebox.jpg,GW/snail.jpg,0.0,GW/jukebox.jpg,One Edge Diff,Two Edge Three Edge,6550de88683355a74699844c,young
1626.2000000476835,shortestpath_phase,GW/globe.jpg,49.0,GW/snail.jpg,GW/basket.jpg,1.0,GW/snail.jpg,One Edge Diff,Four Edge Five Edge,6550de88683355a74699844c,young
1764.899999976158,shortestpath_phase,GW/teeth.jpg,49.0,GW/wheelchair.jpg,GW/soldier.jpg,1.0,GW/wheelchair.jpg,One Edge Diff,Three Edge Four Edge,6550de88683355a74699844c,young
1492.600000023842,shortestpath_phase,GW/globe.jpg,49.0,GW/jukebox.jpg,GW/wheelchair.jpg,1.0,GW/jukebox.jpg,Two Edge Diff,Three Edge Five Edge,6550de88683355a74699844c,young
1112.7000000476835,shortestpath_phase,GW/soldier.jpg,49.0,GW/jukebox.jpg,GW/teeth.jpg,0.0,GW/teeth.jpg,Two Edge Diff,Four Edge Six Edge,6550de88683355a74699844c,young
1257.1999999284744,shortestpath_phase,GW/gong.jpg,49.0,GW/basket.jpg,GW/wheelchair.jpg,1.0,GW/basket.jpg,One Edge Diff,Three Edge Four Edge,6550de88683355a74699844c,young
832.8999999761581,shortestpath_phase,GW/globe.jpg,50.0,GW/basket.jpg,GW/teeth.jpg,1.0,GW/teeth.jpg,Two Edge Diff,Three Edge Five Edge,6550de88683355a74699844c,young
1366.0,shortestpath_phase,GW/soldier.jpg,50.0,GW/jukebox.jpg,GW/dustpan.jpg,1.0,GW/dustpan.jpg,One Edge Diff,Five Edge Six Edge,6550de88683355a74699844c,young
923.100000023842,shortestpath_phase,GW/camera.jpg,50.0,GW/hat.jpg,GW/jukebox.jpg,0.0,GW/hat.jpg,One Edge Diff,Four Edge Five Edge,6550de88683355a74699844c,young
1924.5,shortestpath_phase,GW/jukebox.jpg,50.0,GW/paint.jpg,GW/camera.jpg,0.0,GW/paint.jpg,Two Edge Diff,Three Edge Five Edge,6550de88683355a74699844c,young
1112.2000000476835,shortestpath_phase,GW/camera.jpg,50.0,GW/globe.jpg,GW/dustpan.jpg,1.0,GW/dustpan.jpg,One Edge Diff,Five Edge Six Edge,6550de88683355a74699844c,young
1183.399999976158,shortestpath_phase,GW/wheelchair.jpg,50.0,GW/dustpan.jpg,GW/teeth.jpg,1.0,GW/teeth.jpg,One Edge Diff,Three Edge Four Edge,6550de88683355a74699844c,young
1128.8000000715256,shortestpath_phase,GW/globe.jpg,49.0,GW/camera.jpg,GW/hat.jpg,0.0,GW/hat.jpg,Four Edge Diff,Two Edge Six Edge,6550de88683355a74699844c,young
835.2000000476837,shortestpath_phase,GW/jukebox.jpg,50.0,GW/wheelchair.jpg,GW/teeth.jpg,1.0,GW/teeth.jpg,Three Edge Diff,Two Edge Five Edge,6550de88683355a74699844c,young
1180.899999976158,shortestpath_phase,GW/dustpan.jpg,49.0,GW/basket.jpg,GW/camera.jpg,1.0,GW/basket.jpg,One Edge Diff,Four Edge Five Edge,6550de88683355a74699844c,young
1956.100000023842,shortestpath_phase,GW/globe.jpg,49.0,GW/wheelchair.jpg,GW/soldier.jpg,1.0,GW/wheelchair.jpg,One Edge Diff,Five Edge Six Edge,6550de88683355a74699844c,young
691.8999999761581,shortestpath_phase,GW/jukebox.jpg,49.0,GW/soldier.jpg,GW/snail.jpg,0.0,GW/snail.jpg,Two Edge Diff,Four Edge Six Edge,6550de88683355a74699844c,young
1001.5,shortestpath_phase,GW/camera.jpg,49.0,GW/wheelchair.jpg,GW/jukebox.jpg,1.0,GW/wheelchair.jpg,Three Edge Diff,Three Edge Six Edge,6550de88683355a74699844c,young
1329.2000000476835,shortestpath_phase,GW/globe.jpg,49.0,GW/soldier.jpg,GW/snail.jpg,0.0,GW/snail.jpg,Two Edge Diff,Four Edge Six Edge,6550de88683355a74699844c,young
648.7999999523163,shortestpath_phase,GW/dustpan.jpg,50.0,GW/camera.jpg,GW/wheelchair.jpg,1.0,GW/wheelchair.jpg,One Edge Diff,Four Edge Five Edge,6550de88683355a74699844c,young
580.0,shortestpath_phase,GW/soldier.jpg,49.0,GW/globe.jpg,GW/gong.jpg,0.0,GW/gong.jpg,One Edge Diff,Five Edge Six Edge,6550de88683355a74699844c,young
850.1000000238419,shortestpath_phase,GW/globe.jpg,49.0,GW/paint.jpg,GW/jukebox.jpg,0.0,GW/jukebox.jpg,One Edge Diff,Three Edge Four Edge,6550de88683355a74699844c,young
933.4000000953674,shortestpath_phase,GW/basket.jpg,50.0,GW/snail.jpg,GW/globe.jpg,0.0,GW/snail.jpg,Three Edge Diff,Three Edge Six Edge,6550de88683355a74699844c,young
1503.1999999284744,shortestpath_phase,GW/gong.jpg,49.0,GW/soldier.jpg,GW/paint.jpg,0.0,GW/paint.jpg,Three Edge Diff,Three Edge Six Edge,6550de88683355a74699844c,young
829.6000000238419,shortestpath_phase,GW/basket.jpg,50.0,GW/soldier.jpg,GW/globe.jpg,0.0,GW/soldier.jpg,Three Edge Diff,Two Edge Five Edge,6550de88683355a74699844c,young
922.6999999284744,shortestpath_phase,GW/globe.jpg,49.0,GW/soldier.jpg,GW/paint.jpg,0.0,GW/paint.jpg,Two Edge Diff,Four Edge Six Edge,6550de88683355a74699844c,young
611.2000000476837,shortestpath_phase,GW/dustpan.jpg,50.0,GW/soldier.jpg,GW/wheelchair.jpg,1.0,GW/wheelchair.jpg,One Edge Diff,Four Edge Five Edge,6550de88683355a74699844c,young
599.6999999284744,shortestpath_phase,GW/soldier.jpg,49.0,GW/gong.jpg,GW/paint.jpg,0.0,GW/paint.jpg,Two Edge Diff,Three Edge Five Edge,6550de88683355a74699844c,young
794.5,shortestpath_phase,GW/globe.jpg,49.0,GW/gong.jpg,GW/camera.jpg,1.0,GW/gong.jpg,Four Edge Diff,Two Edge Six Edge,6550de88683355a74699844c,young
961.7999999523164,shortestpath_phase,GW/basket.jpg,50.0,GW/jukebox.jpg,GW/globe.jpg,0.0,GW/jukebox.jpg,One Edge Diff,Four Edge Five Edge,6550de88683355a74699844c,young
787.3999999761581,shortestpath_phase,GW/camera.jpg,49.0,GW/globe.jpg,GW/hat.jpg,0.0,GW/hat.jpg,Two Edge Diff,Four Edge Six Edge,6550de88683355a74699844c,young
648.8999999761581,shortestpath_phase,GW/soldier.jpg,49.0,GW/globe.jpg,GW/teeth.jpg,0.0,GW/teeth.jpg,Two Edge Diff,Four Edge Six Edge,6550de88683355a74699844c,young
488.0,shortestpath_phase,GW/globe.jpg,50.0,GW/paint.jpg,GW/basket.jpg,0.0,GW/paint.jpg,One Edge Diff,Four Edge Five Edge,6550de88683355a74699844c,young
1189.2000000476835,shortestpath_phase,GW/teeth.jpg,49.0,GW/wheelchair.jpg,GW/jukebox.jpg,0.0,GW/jukebox.jpg,One Edge Diff,Two Edge Three Edge,6550de88683355a74699844c,young
1146.0999999046326,shortestpath_phase,GW/soldier.jpg,49.0,GW/hat.jpg,GW/dustpan.jpg,1.0,GW/hat.jpg,One Edge Diff,Four Edge Five Edge,6550de88683355a74699844c,young
530.5,shortestpath_phase,GW/camera.jpg,49.0,GW/gong.jpg,GW/globe.jpg,1.0,GW/gong.jpg,Two Edge Diff,Four Edge Six Edge,6550de88683355a74699844c,young
1949.7000000476835,shortestpath_phase,GW/jukebox.jpg,50.0,GW/camera.jpg,GW/hat.jpg,1.0,GW/hat.jpg,Three Edge Diff,Two Edge Five Edge,6550de88683355a74699844c,young
1217.8000000715256,shortestpath_phase,GW/globe.jpg,50.0,GW/gong.jpg,GW/wheelchair.jpg,0.0,GW/gong.jpg,Three Edge Diff,Three Edge Six Edge,6550de88683355a74699844c,young
689.5,shortestpath_phase,GW/soldier.jpg,50.0,GW/camera.jpg,GW/teeth.jpg,0.0,GW/camera.jpg,One Edge Diff,Three Edge Four Edge,6550de88683355a74699844c,young
1019.7999999523164,shortestpath_phase,GW/basket.jpg,50.0,GW/globe.jpg,GW/teeth.jpg,1.0,GW/teeth.jpg,Three Edge Diff,Three Edge Six Edge,6550de88683355a74699844c,young
1097.3000000715256,shortestpath_phase,GW/jukebox.jpg,50.0,GW/soldier.jpg,GW/dustpan.jpg,1.0,GW/dustpan.jpg,Four Edge Diff,Two Edge Six Edge,6550de88683355a74699844c,young
768.2999999523163,shortestpath_phase,GW/globe.jpg,49.0,GW/barrel.jpg,GW/gong.jpg,0.0,GW/gong.jpg,One Edge Diff,Two Edge Three Edge,6550de88683355a74699844c,young
1222.0,shortestpath_phase,GW/jukebox.jpg,49.0,GW/camera.jpg,GW/soldier.jpg,1.0,GW/camera.jpg,One Edge Diff,Five Edge Six Edge,6550de88683355a74699844c,young
923.0,shortestpath_phase,GW/dustpan.jpg,49.0,GW/soldier.jpg,GW/barrel.jpg,0.0,GW/barrel.jpg,Three Edge Diff,Three Edge Six Edge,6550de88683355a74699844c,young
1711.0999999046326,shortestpath_phase,GW/soldier.jpg,49.0,GW/jukebox.jpg,GW/basket.jpg,0.0,GW/basket.jpg,Four Edge Diff,Two Edge Six Edge,6550de88683355a74699844c,young
2207.100000023842,shortestpath_phase,GW/globe.jpg,49.0,GW/snail.jpg,GW/barrel.jpg,0.0,GW/barrel.jpg,One Edge Diff,Three Edge Four Edge,6550de88683355a74699844c,young
4335.399999976158,shortestpath_phase,GW/soldier.jpg,50.0,GW/gong.jpg,GW/jukebox.jpg,0.0,GW/gong.jpg,One Edge Diff,Five Edge Six Edge,6550de88683355a74699844c,young
993.399999976158,shortestpath_phase,GW/jukebox.jpg,49.0,GW/wheelchair.jpg,GW/soldier.jpg,1.0,GW/wheelchair.jpg,One Edge Diff,Five Edge Six Edge,6550de88683355a74699844c,young
5508.300000071526,shortestpath_phase,GW/soldier.jpg,50.0,GW/hat.jpg,GW/globe.jpg,0.0,GW/hat.jpg,Two Edge Diff,Four Edge Six Edge,6550de88683355a74699844c,young
1544.5,shortestpath_phase,GW/globe.jpg,49.0,GW/gong.jpg,GW/wheelchair.jpg,1.0,GW/gong.jpg,Three Edge Diff,Two Edge Five Edge,6550de88683355a74699844c,young
1045.3000000715256,shortestpath_phase,GW/soldier.jpg,49.0,GW/globe.jpg,GW/snail.jpg,0.0,GW/snail.jpg,Four Edge Diff,Two Edge Six Edge,6550de88683355a74699844c,young
1723.300000011921,shortestpath_phase,GW/basket.jpg,49.0,GW/soldier.jpg,GW/camera.jpg,0.0,GW/camera.jpg,Three Edge Diff,Three Edge Six Edge,6526f601bedbae17738408b1,old
1415.0,shortestpath_phase,GW/paint.jpg,49.0,GW/hat.jpg,GW/wheelchair.jpg,1.0,GW/hat.jpg,Four Edge Diff,Two Edge Six Edge,6526f601bedbae17738408b1,old
2335.699999988079,shortestpath_phase,GW/soldier.jpg,50.0,GW/camera.jpg,GW/globe.jpg,1.0,GW/globe.jpg,One Edge Diff,Two Edge Three Edge,6526f601bedbae17738408b1,old
3143.5,shortestpath_phase,GW/teeth.jpg,50.0,GW/wheelchair.jpg,GW/basket.jpg,1.0,GW/basket.jpg,One Edge Diff,Four Edge Five Edge,6526f601bedbae17738408b1,old
2554.5,shortestpath_phase,GW/snail.jpg,49.0,GW/jukebox.jpg,GW/barrel.jpg,1.0,GW/jukebox.jpg,One Edge Diff,Two Edge Three Edge,6526f601bedbae17738408b1,old
3119.099999964237,shortestpath_phase,GW/basket.jpg,50.0,GW/paint.jpg,GW/globe.jpg,1.0,GW/globe.jpg,Two Edge Diff,Three Edge Five Edge,6526f601bedbae17738408b1,old
2413.400000035763,shortestpath_phase,GW/soldier.jpg,50.0,GW/wheelchair.jpg,GW/teeth.jpg,1.0,GW/teeth.jpg,Three Edge Diff,Two Edge Five Edge,6526f601bedbae17738408b1,old
3515.5,shortestpath_phase,GW/paint.jpg,50.0,GW/gong.jpg,GW/basket.jpg,1.0,GW/basket.jpg,One Edge Diff,Five Edge Six Edge,6526f601bedbae17738408b1,old
3220.699999988079,shortestpath_phase,GW/soldier.jpg,49.0,GW/wheelchair.jpg,GW/gong.jpg,1.0,GW/wheelchair.jpg,One Edge Diff,Five Edge Six Edge,6526f601bedbae17738408b1,old
2928.600000023842,shortestpath_phase,GW/paint.jpg,50.0,GW/jukebox.jpg,GW/snail.jpg,0.0,GW/jukebox.jpg,Two Edge Diff,Three Edge Five Edge,6526f601bedbae17738408b1,old
3193.400000035763,shortestpath_phase,GW/wheelchair.jpg,50.0,GW/paint.jpg,GW/soldier.jpg,1.0,GW/soldier.jpg,One Edge Diff,Five Edge Six Edge,6526f601bedbae17738408b1,old
3223.899999976158,shortestpath_phase,GW/paint.jpg,50.0,GW/camera.jpg,GW/gong.jpg,0.0,GW/camera.jpg,Two Edge Diff,Four Edge Six Edge,6526f601bedbae17738408b1,old
3526.0,shortestpath_phase,GW/gong.jpg,50.0,GW/teeth.jpg,GW/snail.jpg,1.0,GW/snail.jpg,Three Edge Diff,Two Edge Five Edge,6526f601bedbae17738408b1,old
2620.899999976158,shortestpath_phase,GW/paint.jpg,50.0,GW/barrel.jpg,GW/gong.jpg,0.0,GW/barrel.jpg,Four Edge Diff,Two Edge Six Edge,6526f601bedbae17738408b1,old
3414.099999964237,shortestpath_phase,GW/basket.jpg,49.0,GW/hat.jpg,GW/soldier.jpg,1.0,GW/hat.jpg,One Edge Diff,Four Edge Five Edge,6526f601bedbae17738408b1,old
3962.900000035763,shortestpath_phase,GW/paint.jpg,49.0,GW/wheelchair.jpg,GW/snail.jpg,0.0,GW/snail.jpg,One Edge Diff,Five Edge Six Edge,6526f601bedbae17738408b1,old
4136.399999976158,shortestpath_phase,GW/soldier.jpg,50.0,GW/gong.jpg,GW/basket.jpg,1.0,GW/basket.jpg,One Edge Diff,Five Edge Six Edge,6526f601bedbae17738408b1,old
3930.600000023842,shortestpath_phase,GW/paint.jpg,50.0,GW/basket.jpg,GW/hat.jpg,1.0,GW/hat.jpg,Three Edge Diff,Two Edge Five Edge,6526f601bedbae17738408b1,old
3568.2000000476837,shortestpath_phase,GW/teeth.jpg,49.0,GW/wheelchair.jpg,GW/dustpan.jpg,0.0,GW/dustpan.jpg,Two Edge Diff,Three Edge Five Edge,6526f601bedbae17738408b1,old
3493.699999988079,shortestpath_phase,GW/paint.jpg,50.0,GW/gong.jpg,GW/snail.jpg,1.0,GW/snail.jpg,One Edge Diff,Five Edge Six Edge,6526f601bedbae17738408b1,old
,shortestpath_phase,GW/camera.jpg,,GW/teeth.jpg,GW/paint.jpg,0.0,GW/teeth.jpg,One Edge Diff,Three Edge Four Edge,6526f601bedbae17738408b1,old
,shortestpath_phase,GW/paint.jpg,,GW/snail.jpg,GW/hat.jpg,0.0,GW/hat.jpg,Three Edge Diff,Three Edge Six Edge,6526f601bedbae17738408b1,old
